Karmello;Warszawa;Chmielna 11, Śródmieście Północne, Warszawa;Desserts,Cafe;https://b.zmtcdn.com/data/res_imagery/10900198_RESTAURANT_337a7102fd8a0c95d985a3e476e413cd_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Krem;Warszawa;Śniadeckich 18, Śródmieście Południowe, Warszawa;Cafe,French;https://b.zmtcdn.com/data/res_imagery/18435260_RESTAURANT_285ea5f9848807aa47268ef5aae6d5b9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
N Ice Cream Factory;Warszawa;Chmielna 9, Śródmieście Północne, Warszawa;Cafe,Ice Cream;https://b.zmtcdn.com/data/res_imagery/18319547_RESTAURANT_b4eb3af74a4f7f537fc4435e6fc4c0ed.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Uki Uki;Warszawa;Krucza 23/31, Śródmieście Południowe, Warszawa;Japanese,Asian,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10903683_RESTAURANT_7c66369c716c1130ecc04db712e39a8b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ciao a Tutti;Warszawa;Aleja Niepodległości 217, Ochota, Warszawa;Pizza,Italian,Serves Alcohol;https://b.zmtcdn.com/data/res_imagery/10903482_RESTAURANT_3f42d8e6ccceadb9d91cec608ea9063b_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
La Sirena;Warszawa;Piękna 54, Śródmieście Południowe, Warszawa;;https://b.zmtcdn.com/data/res_imagery/18290436_RESTAURANT_b1c8afe968fb3c691295489f74f4a8cf.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pełną Parą;Warszawa;Sienna 76, Wola, Warszawa;Chinese,Asian,Kid Friendly,Pet Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/10903503_RESTAURANT_073c5bfdbbc853de3481eaaa7ee91661_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
GringoBar;Warszawa;Odolańska 15, Stary Mokotów, Warszawa;Mexican,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10903306_RESTAURANT_68b4574996852d3afd6a01d4df36801a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Shipudei Berek;Warszawa;Jasna 24, Śródmieście Północne, Warszawa;Israeli,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/18135105_RESTAURANT_8e0b2aa85c12596e4f4bd546eea2fde1.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Soul Kitchen Bistro;Warszawa;Nowogrodzka 18A, Śródmieście Południowe, Warszawa;European;https://b.zmtcdn.com/data/res_imagery/17877587_RESTAURANT_8e733088b54778cf320b2fbc2a525a9b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pogromcy Meatów;Warszawa;Koszykowa 1, Śródmieście Południowe, Warszawa;;https://b.zmtcdn.com/data/res_imagery/18025328_RESTAURANT_95652ae25445fd0482ba385cce898734_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Thaisty;Warszawa;Plac Bankowy 4, Śródmieście Północne, Warszawa;Thai,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10903682_RESTAURANT_3603cdfb5c21a23b9c2234f911d0efb2.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wi -Taj;Warszawa;Plac Konstytucji 4, Śródmieście Południowe, Warszawa;Thai;https://b.zmtcdn.com/data/res_imagery/18269765_RESTAURANT_d59d7b60f44638cff7e8d16530bfab6d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Rani;Warszawa;Aleja Komisji Edukacji Narodowej 48, Ursynów, Warszawa 02-797;Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10901936_RESTAURANT_118a4976ef62e2aaff46d6f04d3f57a9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
MOD;Warszawa;Oleandrów 8, Śródmieście Południowe, Warszawa;Asian,French,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/18009500_RESTAURANT_d57f63c10088372c9593867480f6a339.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Semolino;Warszawa;Woronicza 31, Mokotów, Warszawa;Italian,Pizza,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10903958_RESTAURANT_82bfc73cc3c03c65bafe6f8c3031a494_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mizu;Warszawa;Duchnicka 3 bud 4 wejście D 01-796;Japanese,Sushi,Serves Alcohol,Kid Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/18250644_CHAIN_c29f165a2953c53a05de4f2fdeb3eb25.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Der Elefant;Warszawa;Plac Bankowy 1, Śródmieście Północne, Warszawa;Burger,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10901849_RESTAURANT_98d56f8c18a5377b466d3ea2e59a50e2.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Barn Burger;Warszawa;Złota 9, Śródmieście Północne, Warszawa;Burger;https://b.zmtcdn.com/data/res_imagery/10900324_RESTAURANT_b3a3829457d96d80655b7e07afa2b6fb_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Dziurka od Klucza;Warszawa;Radna 13, Powiśle, Warszawa;Italian,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16526630_RESTAURANT_481e59027269d83a4004c96f4d1c3161_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Shuk;Warszawa;Grójecka 107, Ochota, Warszawa 02-101;;https://b.zmtcdn.com/data/res_imagery/18353767_RESTAURANT_3252131616a22ac98b330f4959d51349.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Spacca Napoli;Warszawa;Świętokrzyska 30, Śródmieście Północne, Warszawa;Pizza,Italian,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10901094_RESTAURANT_6ba5f17648e77fea06ffb987d8235f68.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Naam Thai;Warszawa;Saska 16, Saska Kępa, Warszawa;Thai,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10900690_RESTAURANT_79b0ec410ca7b863077385bf294723f3_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Szeroka No. 9;Toruń;Szeroka 9, Toruń, Toruń 87-100;Polish,European,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/43f/6e6dde5ee6cd0a4c1fe6304ec1f1443f_1500846832.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Lenkiewicz;Toruń;Rynek Staromiejski 33/34, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/2bd/0c2fece313bb3526ada94f7159e852bd_1450395945.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Lenkiewicz;Toruń;Wielkie Garbary 14, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/306/23b6bcda35de2729c53a66e6a9f76306_1502349138.jpg?impolicy=newcropandfit&cropw=2448&croph=2448&cropoffsetx=0&cropoffsety=0&cropgravity=NorthWest&fitw=200&fith=200&fittype=ignore
Central Coffee Perks;Toruń;Strumykowa 2, Toruń, Toruń 87-100;Desserts,Cafe,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/a9a/ccdc05a732f817acc46a8848b2156a9a_1485781954.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Coffee & Whisky House;Toruń;św. Ducha 3, Toruń, Toruń 87-100;Cafe,Serves Alcohol;https://b.zmtcdn.com/data/reviews_photos/5d1/a2f9629f82320b5a99e13088b777c5d1_1472302448.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Atmosphera;Toruń;Panny Marii 3, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;
Cukiernia Franciszek Pokojski;Toruń;Szeroka 46, Toruń, Toruń 87-100;Desserts,Cafe,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/0e3/e7beff56810bf0853d9795489b1de0e3_1459062375.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Relaks;Toruń;Szewska 4, Toruń, Toruń 87-100;Polish,Desserts,Cafe;https://b.zmtcdn.com/data/reviews_photos/efa/e2e631203de22adfa907998f73436efa_1518033144.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Molus;Toruń;Rynek Staromiejski 36/38, Toruń, Toruń 87-100;Desserts,Cafe,Ice Cream,Serves Alcohol,Kid Friendly;
Snackarnia;Toruń;Przedzamcze 18, Toruń, Toruń;Cafe;https://b.zmtcdn.com/data/reviews_photos/6a3/616c815ea34a5491888cffcc7ac976a3_1508826553.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bar Studencki Adaś;Toruń;Gagarina 13, Toruń, Toruń 87-100;Polish,Desserts,Kebab,Cafe,Kid Friendly,Pet Friendly;
Fonte;Toruń;Warszawska 4, Toruń, Toruń;Cafe;https://b.zmtcdn.com/data/reviews_photos/977/328cc330575f64a9facb82209ea0f977_1433955132.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Queensland Caffe;Toruń;Rynek Staromiejski 36/38, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;
Od dechy do dechy;Toruń;Ducha świętego 8, Toruń;Cafe;https://b.zmtcdn.com/data/reviews_photos/ca0/db38b4c36179e5cfaf922b9a50d91ca0_1464965047.jpg?impolicy=newcropandfit&cropw=2448&croph=2448&cropoffsetx=459&cropoffsety=0&cropgravity=NorthWest&fitw=200&fith=200&fittype=ignore
Bistro Klonowica;Toruń;Klonowica 37, Toruń, Toruń;Cafe,Polish,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/b43/33adcdf17df915be647d27b1fee20b43_1515059628.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Hanza Cafe;Toruń;Piekary 28, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly;
Zachcianka;Toruń;Rynek Nowomiejski 1, Toruń;European,Cafe,Polish;https://b.zmtcdn.com/data/reviews_photos/f01/396eaac2f3649540c1f0e0cca04fcf01_1477671396.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Molus;Toruń;ul. Długa 12, Toruń, Toruń 87-100;Desserts,Cafe;
coffeeheaven;Toruń;Broniewskiego 90, Toruń, Toruń 87-100;Desserts,Cafe;
Doppio Cafe Bistro;Toruń;Wały Generała Sikorskiego 19, Toruń, Toruń 87-100;Desserts,Healthy Food,Cafe,Kid Friendly;
Restauracja Luizjana;Toruń;Mostowa 10/1, Toruń, Toruń 87-100;French,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/4fa/19b01f5ce5dbc0eda7ca345db53944fa_1489942315.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Stare Metropolis;Toruń;Łazienna 26, Toruń;Polish,Italian,Pizza,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/182/73c90bdb11da5e3a42eb485ec8fd7182_1469539493.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Jan Olbracht Browar Staromiejski;Toruń;Szczytna 15, Toruń, Toruń 87-100;Polish,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/852/9484407ce03806c26e30d88d32ab7852_1549949238.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pierogarnia Stary Młyn;Toruń;Łazienna 28/1, Toruń, Toruń 87-100;Polish,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/17b/19dfa9cb79f0b2773c58415a609d817b_1550512136.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Stare Metropolis;Toruń;Podmurna 28, Toruń;Polish,Italian,Pizza,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/6fd/b4cd9bc1218f40cfbf8f300ac2e746fd_1469628768.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Royal India;Toruń;Prosta 19, Toruń, Toruń;Desserts,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16538355_RESTAURANT_ec108da18d670b118ae3726d05f2a472_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Szeroka No. 9;Toruń;Szeroka 9, Toruń, Toruń 87-100;Polish,European,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/43f/6e6dde5ee6cd0a4c1fe6304ec1f1443f_1500846832.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Lenkiewicz;Toruń;Rynek Staromiejski 33/34, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/2bd/0c2fece313bb3526ada94f7159e852bd_1450395945.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pub i Restauracja Manekin;Toruń;Wysoka 5, Toruń, Toruń 87-100;Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/414/e69e5a97e11eca404983444ff76bd414_1474118313.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Chleb i Wino;Toruń;Rynek Staromiejski 22, Toruń, Toruń 87-100;Italian,Desserts,Healthy Food,Pizza,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/cf5/b955f3ad45bbdf5711b5a14620af7cf5_1515160563.jpg?impolicy=newcropandfit&cropw=3024&croph=3024&cropoffsetx=0&cropoffsety=0&cropgravity=NorthWest&fitw=200&fith=200&fittype=ignore
Kawiarnia Lenkiewicz;Toruń;Wielkie Garbary 14, Toruń, Toruń 87-100;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/306/23b6bcda35de2729c53a66e6a9f76306_1502349138.jpg?impolicy=newcropandfit&cropw=2448&croph=2448&cropoffsetx=0&cropoffsety=0&cropgravity=NorthWest&fitw=200&fith=200&fittype=ignore
Cukiernia Sowa;Toruń;ul. Rynek Staromiejski 4, Toruń, Toruń 87-100;Healthy Food,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/d4f/380b657feffafe65c2543d9ab1960d4f_1549144858.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pierogarnia Stary Toruń;Toruń;Most Pauliński 2-10, Toruń, Toruń;Polish,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/84a/e78e67d737c3d16cf438a48ddeaba84a_1561835839.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Widelec;Toruń;Sienkiewicza 39, Toruń, Toruń 87-100;Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/45d/1f4151cbf7464712d41f908e52e9245d_1499456900.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pizzeria Piccolo;Toruń;Prosta 20, Toruń 87-100;Pizza,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/91f/5c0a89e762f6ca365176896ded93891f_1460825043.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Central Coffee Perks;Toruń;Strumykowa 2, Toruń, Toruń 87-100;Desserts,Cafe,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/a9a/ccdc05a732f817acc46a8848b2156a9a_1485781954.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Piąta Klepka;Toruń;Podmurna 34, Toruń, Toruń 87-100;Polish,Serves Alcohol,Kid Friendly;
Kona Coast Cafe II;Toruń;Chełmińska 18, Toruń, Toruń;Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/b52/b4f04160e765c3bc908777fed423bb52_1470506198.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Coffee & Whisky House;Toruń;św. Ducha 3, Toruń, Toruń 87-100;Cafe,Serves Alcohol;https://b.zmtcdn.com/data/reviews_photos/5d1/a2f9629f82320b5a99e13088b777c5d1_1472302448.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pueblo;Toruń;Mostowa 7, Toruń;Mexican,Serves Alcohol;https://b.zmtcdn.com/data/reviews_photos/d03/16ae99e52cd67c1fa5600dcd75c25d03_1489943188.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Pikawa;Gdańsk;Piwna 15, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/67a/0913d62f227a808c79c0e8badf6f767a_1543354927.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Bar Mon Balzac;Gdańsk;Piwna 36/39, Śródmieście, Gdańsk 80-831;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/0fb/eaf91d9da625e97cf05bc34a4fdcb0fb_1481022893.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Anima Cafe;Gdańsk;św. Ducha 11/13/17, Śródmieście, Gdańsk;Cafe;https://b.zmtcdn.com/data/reviews_photos/06e/0e5f304437159004aed60a6a6c65b06e_1507119973.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Retro;Gdańsk;Piwna 5/6, Śródmieście, Gdańsk 80-831;Polish,Italian,Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/000/0745c4ecffbf739bcf3932a3aba6e000_1481468217.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Lula Drink & Food;Gdańsk;Norwida 4, Strzyża, Gdańsk 80-280;Desserts,Healthy Food,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/ab0/bb6b83b36455beeede7a280c12040ab0_1467554811.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fajne Baby;Gdańsk;Świętojańska 70/71/1, Śródmieście, Gdańsk 80-837;Desserts,Cafe,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/329/074182cf93e0eae2aefacdcda1f6e329_1424382310.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Drukarnia Cafe;Gdańsk;Mariacka 36, Gdańsk, Śródmieście, Gdańsk;Cafe;https://b.zmtcdn.com/data/reviews_photos/776/d59b8d9b43f63585c8ff2849c246f776_1489912056.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fukafe;Gdańsk;Wajdeloty 22, Wrzeszcz, Gdańsk;Cafe,Healthy Food,Vegan Options;https://b.zmtcdn.com/data/reviews_photos/db2/3e62fdc9f539f2afabe807f76cdf4db2_1470230761.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pijalnia Czekolady Mount Blanc;Gdańsk;al. Grunwaldzka 141, Wrzeszcz, Gdańsk 80-264;Desserts,Cafe,Pet Friendly;
A La Française;Gdańsk;ul. Spichrzowa 24/1, Śródmieście, Gdańsk 80-750;French,Desserts,Healthy Food,Cafe,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/265/2279b93710382fc4a6a286008ae85265_1524572586.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Lamus;Gdańsk;ul. Lawendowa 8, Śródmieście, Gdańsk 80-040;Desserts,Cafe;https://b.zmtcdn.com/data/reviews_photos/dd5/51f6932986850fc2a187fccae6808dd5_1424386090.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Palarnia Kawy;Gdańsk;Tkacka 7/8, Śródmieście, Gdańsk 80-836;Desserts,Cafe;
Lookier Cafe;Gdańsk;Długa 39, Śródmieście, Gdańsk 80-826;Cafe;https://b.zmtcdn.com/data/reviews_photos/500/2648b3b1a262ecc1d79c15a8839d8500_1474803313.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ikea;Gdańsk;Złota Karczma 26, Kokoszki, Gdańsk 80-298;European,Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;
Zappio Restaurant & Pub;Gdańsk;Świętojańska 49, Śródmieście, Gdańsk 80-840;Polish,Cafe,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/db3/1d3db0b566c32833e6440513f589adb3_1471964129.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Loveat;Gdańsk;Klonowa 4D, Wrzeszcz, Gdańsk;Healthy Food,Cafe,Pet Friendly;
Balsam Cafe;Gdańsk;Piwna 66, Wrzeszcz, Gdańsk 80-834;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/4ba/daab8d016d7a31359e7f9f7c5ee864ba_1427620833.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Adam Sowa;Gdańsk;Węglarska 1, Śródmieście, Gdańsk 80-834;Desserts,Cafe;
